Fecha,POLYGON,TIENE_ALGA,NOMBRE_FICHERO
24-04-2023,"POLYGON ((-7.099634605947038 39.66359498112093, -7.100073656071113 39.662939975829005, -7.098025628097224 39.6621721774227, -7.096209630623636 39.66253432271062, -7.096647948497494 39.66318117635267, -7.098260240564307 39.66320759668384, -7.098260240564307 39.66320759668384, -7.098260240564307 39.66320759668384, -7.098260240564307 39.66320759668384, -7.099634605947038 39.66359498112093))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.092488600567568 39.66395078787685, -7.092545103950338 39.663167899117596, -7.0914983819841195 39.66297501453903, -7.090616025846739 39.66316321818891, -7.091419928642103 39.66391971091687, -7.091419928642103 39.66391971091687, -7.092488600567568 39.66395078787685))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.087754014192763 39.663278283935306, -7.0866181712403815 39.66277756836473, -7.086991713175112 39.66225667461782, -7.088181927261641 39.66295198370252, -7.088181927261641 39.66295198370252, -7.087754014192763 39.663278283935306))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.082427068987312 39.661451613553474, -7.082740424399799 39.66094775828505, -7.082091099818995 39.660612696041255, -7.079740445758618 39.66031256974987, -7.080440495295284 39.66097282152734, -7.080440495295284 39.66097282152734, -7.082427068987312 39.661451613553474))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.078182617397223 39.66033634567452, -7.0785489223979035 39.65965769530595, -7.076027451466346 39.659030329318185, -7.076022345391908 39.65966090139449, -7.077497390866397 39.6600096730005, -7.077497390866397 39.6600096730005, -7.078182617397223 39.66033634567452))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.078182617397223 39.66033634567452, -7.0785489223979035 39.65965769530595, -7.076027451466346 39.659030329318185, -7.076022345391908 39.65966090139449, -7.077497390866397 39.6600096730005, -7.077497390866397 39.6600096730005, -7.078182617397223 39.66033634567452))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.0566623720964134 39.66033850811375, -7.0580074349802935 39.65978441494579, -7.058945867533457 39.65962442521433, -7.059018177392619 39.65917516587794, -7.057440927330842 39.659072207601945, -7.055774924832695 39.659120900878655, -7.05607337118287 39.66001332024137, -7.05607337118287 39.66001332024137, -7.0566623720964134 39.66033850811375))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.04316228462167 39.66421125371846, -7.0442950266658215 39.663933032127964, -7.0440056115888705 39.66350021272796, -7.043076172901362 39.66377735386355, -7.043076172901362 39.66377735386355, -7.04316228462167 39.66421125371846))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.029247400516361 39.667750547519894, -7.027504647428077 39.66792816515756, -7.027242666644122 39.667635415465135, -7.028960259705451 39.667394309286145, -7.028960259705451 39.667394309286145, -7.029247400516361 39.667750547519894))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
24-04-2023,"POLYGON ((-7.02314211569756 39.66893958504171, -7.020530337801613 39.66974646225853, -7.020281103553618 39.66946742839998, -7.02298227562784 39.66861703248478, -7.02298227562784 39.66861703248478, -7.02314211569756 39.66893958504171))",1,S2A_MSIL2A_20230424T112111_N0509_R037_T29SPD_20230424T153100.zip
